ts,station_id,event_type,details
25532,43,breakdown,{'downtime': 366}
25537,11,quality_fail,{'severity': 0.17117674022751195}
25541,9,quality_fail,{'severity': 0.1276379114431421}
25545,11,quality_fail,{'severity': 0.39328983448480986}
25547,3,quality_fail,{'severity': 0.10483388061200542}
25547,4,quality_fail,{'severity': 0.22110020978594572}
25553,8,quality_fail,{'severity': 0.16594398875089447}
25556,8,quality_fail,{'severity': 0.20324329822050605}
25568,11,quality_fail,{'severity': 0.08756951253481315}
25570,11,quality_fail,{'severity': 0.26038717360651165}
25572,8,quality_fail,{'severity': 0.13761986005261978}
25581,7,quality_fail,{'severity': 0.030850731147333596}
25585,2,quality_fail,{'severity': 0.35026000129956986}
25586,12,quality_fail,{'severity': 0.13349518511436417}
25586,30,breakdown,{'downtime': 103}
25595,10,quality_fail,{'severity': 0.21139741208041635}
25609,11,quality_fail,{'severity': 0.19637119148387092}
25614,19,breakdown,{'downtime': 650}
25617,12,quality_fail,{'severity': 0.2265780849689296}
25629,7,quality_fail,{'severity': 0.3010075099553119}
25632,8,quality_fail,{'severity': 0.13827004245259425}
25641,3,quality_fail,{'severity': 0.06851780026423947}
25646,7,quality_fail,{'severity': 0.205168945793687}
25646,12,quality_fail,{'severity': 0.18636715070200408}
25652,5,quality_fail,{'severity': 0.03952495311683669}
25652,10,quality_fail,{'severity': 0.1730449952546643}
25659,9,quality_fail,{'severity': 0.3900202982718996}
25662,4,quality_fail,{'severity': 0.05941457659120533}
25663,9,quality_fail,{'severity': 0.17636864259805055}
25667,0,quality_fail,{'severity': 0.22028549393340638}
25668,7,quality_fail,{'severity': 0.1937233063790041}
25670,10,quality_fail,{'severity': 0.08920141228959227}
25675,6,quality_fail,{'severity': 0.30384469518138035}
25678,6,quality_fail,{'severity': 0.15121359415639124}
25688,8,quality_fail,{'severity': 0.22213624308969104}
25688,9,quality_fail,{'severity': 0.04851153104737302}
25693,1,quality_fail,{'severity': 0.23901620155660808}
25701,11,quality_fail,{'severity': 0.12549212170205687}
25702,10,quality_fail,{'severity': 0.08165728949803845}
25708,8,quality_fail,{'severity': 0.15751343757059846}
25709,6,quality_fail,{'severity': 0.06716235642619417}
25711,3,quality_fail,{'severity': 0.22994335630931753}
25713,10,quality_fail,{'severity': 0.1867790677402505}
25718,9,quality_fail,{'severity': 0.08408021300872108}
25728,7,quality_fail,{'severity': 0.155953547600984}
25733,9,quality_fail,{'severity': 0.4886814728332895}
25734,5,quality_fail,{'severity': 0.11517254396214215}
25736,9,quality_fail,{'severity': 0.3107209783338459}
25745,7,quality_fail,{'severity': 0.24360051050252807}
25746,11,quality_fail,{'severity': 0.10797021692095118}
25750,9,breakdown,{'downtime': 1089}
25767,10,quality_fail,{'severity': 0.11655017850141867}
25773,2,quality_fail,{'severity': 0.13446085615941575}
25773,6,quality_fail,{'severity': 0.03278166719089762}
25777,10,quality_fail,{'severity': 0.11321698886591396}
25786,12,quality_fail,{'severity': 0.26838026645449764}
25793,10,quality_fail,{'severity': 0.08345768616279246}
25800,0,quality_fail,{'severity': 0.14817044593495268}
25804,6,quality_fail,{'severity': 0.275789667397392}
25809,10,quality_fail,{'severity': 0.0461083294308516}
25812,8,quality_fail,{'severity': 0.15533810298277587}
25831,6,quality_fail,{'severity': 0.13265315026325153}
25835,6,quality_fail,{'severity': 0.03765538829589228}
25836,12,quality_fail,{'severity': 0.12393579054170982}
25841,3,quality_fail,{'severity': 0.19770032597776388}
25842,2,quality_fail,{'severity': 0.15866465618721096}
25844,1,quality_fail,{'severity': 0.04623647403014104}
25849,4,quality_fail,{'severity': 0.059102297458058416}
25851,0,quality_fail,{'severity': 0.4905542339214429}
25851,12,quality_fail,{'severity': 0.0794199894936588}
25860,10,quality_fail,{'severity': 0.4549641848046747}
25864,5,quality_fail,{'severity': 0.14355185162523118}
25866,0,quality_fail,{'severity': 0.32923982098135934}
25866,7,quality_fail,{'severity': 0.03825343633082992}
25873,31,breakdown,{'downtime': 3}
25896,8,quality_fail,{'severity': 0.08888879485622174}
25906,8,quality_fail,{'severity': 0.33205391435434123}
25908,12,quality_fail,{'severity': 0.05970866204594233}
25916,10,quality_fail,{'severity': 0.10531973933441217}
25918,11,quality_fail,{'severity': 0.19194805200412088}
25923,8,quality_fail,{'severity': 0.25467064447903565}
25933,5,quality_fail,{'severity': 0.2569415266784447}
25936,11,quality_fail,{'severity': 0.08628289739506516}
25945,6,quality_fail,{'severity': 0.29289336525643855}
25946,14,breakdown,{'downtime': 157}
25947,3,quality_fail,{'severity': 0.17032363051246968}
25971,10,quality_fail,{'severity': 0.2889937988738039}
25973,8,quality_fail,{'severity': 0.13474486489663873}
25980,5,quality_fail,{'severity': 0.12059704988008453}
25985,5,quality_fail,{'severity': 0.44306115934522533}
25991,7,quality_fail,{'severity': 0.17713762814328793}
25992,11,quality_fail,{'severity': 0.14449784539803764}
26005,5,quality_fail,{'severity': 0.09486006352641077}
26006,11,quality_fail,{'severity': 0.23512658946907036}
26013,12,quality_fail,{'severity': 0.044951728789409486}
26017,10,quality_fail,{'severity': 0.18958788850207295}
26025,30,breakdown,{'downtime': 65}
26026,5,quality_fail,{'severity': 0.015529095619434748}
26030,4,quality_fail,{'severity': 0.31355488051607294}
26035,11,quality_fail,{'severity': 0.14143969706056994}
26040,12,quality_fail,{'severity': 0.16393333781862002}
26041,3,quality_fail,{'severity': 0.24680069953075223}
26049,2,quality_fail,{'severity': 0.2455825359046261}
26051,10,quality_fail,{'severity': 0.11668521534368737}
26054,36,breakdown,{'downtime': 84}
26069,11,quality_fail,{'severity': 0.09420197446814595}
26073,8,quality_fail,{'severity': 0.23381642466860628}
26089,0,quality_fail,{'severity': 0.0538892342075478}
26093,1,quality_fail,{'severity': 0.16689323859716793}
26102,2,quality_fail,{'severity': 0.1266541569521432}
26132,42,breakdown,{'downtime': 161}
26141,4,quality_fail,{'severity': 0.08811702344522379}
26143,10,quality_fail,{'severity': 0.14401701433517886}
26150,0,quality_fail,{'severity': 0.08906808115031553}
26164,4,quality_fail,{'severity': 0.12856267748528732}
26165,8,quality_fail,{'severity': 0.1922629983014879}
26173,11,quality_fail,{'severity': 0.1438723537725787}
26175,3,quality_fail,{'severity': 0.32382837028981615}
26180,2,quality_fail,{'severity': 0.19012109794400034}
26190,1,quality_fail,{'severity': 0.1509152586242273}
26191,3,quality_fail,{'severity': 0.1288268779998071}
26193,5,quality_fail,{'severity': 0.5099355399449887}
26193,8,quality_fail,{'severity': 0.09506074767387171}
26198,5,quality_fail,{'severity': 0.17283550865618078}
26215,1,quality_fail,{'severity': 0.09411666111316554}
26223,10,quality_fail,{'severity': 0.28619783017589684}
26236,6,quality_fail,{'severity': 0.06813890044267397}
26245,0,quality_fail,{'severity': 0.1804454173036107}
26252,3,quality_fail,{'severity': 0.056082435933714696}
26253,8,quality_fail,{'severity': 0.07417053257200094}
26261,2,quality_fail,{'severity': 0.16725762392558452}
26261,11,quality_fail,{'severity': 0.2851907854322439}
26266,10,quality_fail,{'severity': 0.12974159720041345}
26269,1,quality_fail,{'severity': 0.17546083988229394}
26289,10,quality_fail,{'severity': 0.26245710140097117}
26291,5,quality_fail,{'severity': 0.06448912506698094}
26305,7,quality_fail,{'severity': 0.2561038509551749}
26306,10,quality_fail,{'severity': 0.08312271341288803}
26307,12,quality_fail,{'severity': 0.0959393609869221}
26314,7,quality_fail,{'severity': 0.023868423088449272}
26321,7,breakdown,{'downtime': 185}
26324,6,quality_fail,{'severity': 0.08868143934944994}
26327,3,quality_fail,{'severity': 0.40588116793406115}
26328,11,quality_fail,{'severity': 0.35876936482427635}
26336,8,quality_fail,{'severity': 0.27508455538442295}
26337,1,quality_fail,{'severity': 0.10963763921652393}
26341,8,quality_fail,{'severity': 0.2421752757263342}
26342,1,quality_fail,{'severity': 0.13358361569423544}
26345,10,quality_fail,{'severity': 0.2778087795071653}
26353,8,quality_fail,{'severity': 0.057673972755603826}
26357,5,quality_fail,{'severity': 0.22270038588096233}
26361,2,quality_fail,{'severity': 0.13472761691427787}
26380,10,breakdown,{'downtime': 63}
26394,5,quality_fail,{'severity': 0.10994831719012046}
26396,5,quality_fail,{'severity': 0.1660141221949489}
26403,12,quality_fail,{'severity': 0.16152202652538733}
26405,5,quality_fail,{'severity': 0.2870424562863709}
26419,0,quality_fail,{'severity': 0.176434062216383}
26421,3,quality_fail,{'severity': 0.2061400326340659}
26435,3,quality_fail,{'severity': 0.28038978552047883}
26450,3,quality_fail,{'severity': 0.0925089590535789}
26451,5,quality_fail,{'severity': 0.10829904809914151}
26452,0,quality_fail,{'severity': 0.270613156015817}
26452,5,quality_fail,{'severity': 0.1707329970868722}
26452,10,quality_fail,{'severity': 0.3139435878496805}
26463,3,quality_fail,{'severity': 0.07038487199734854}
26471,6,quality_fail,{'severity': 0.08520749938628051}
26473,2,quality_fail,{'severity': 0.12313159510006386}
26477,5,quality_fail,{'severity': 0.19325787286069357}
26477,11,quality_fail,{'severity': 0.1125345162198627}
26481,10,quality_fail,{'severity': 0.3568802463204635}
26484,5,quality_fail,{'severity': 0.1790432360178064}
26491,8,quality_fail,{'severity': 0.216698407980617}
26495,5,quality_fail,{'severity': 0.1139091763553944}
26495,20,breakdown,{'downtime': 32}
26496,12,quality_fail,{'severity': 0.1455280014479423}
26504,8,quality_fail,{'severity': 0.098646627699185}
26507,8,quality_fail,{'severity': 0.08787608136040612}
26513,10,quality_fail,{'severity': 0.10338598642694033}
26523,7,quality_fail,{'severity': 0.03567888814921547}
26526,2,quality_fail,{'severity': 0.191193223748992}
26530,5,quality_fail,{'severity': 0.15072215540776548}
26534,1,quality_fail,{'severity': 0.0448004618694461}
26536,11,quality_fail,{'severity': 0.18579520551596054}
26537,0,quality_fail,{'severity': 0.25671120526425}
26545,5,quality_fail,{'severity': 0.10226140309124679}
26547,0,quality_fail,{'severity': 0.02656302517989515}
26554,7,quality_fail,{'severity': 0.21434806296637526}
26562,11,quality_fail,{'severity': 0.1300397094031146}
26565,4,quality_fail,{'severity': 0.14717489685216362}
26571,2,quality_fail,{'severity': 0.05253645113020596}
26585,12,quality_fail,{'severity': 0.0553482012983193}
26586,1,quality_fail,{'severity': 0.06027890421657347}
26590,2,quality_fail,{'severity': 0.028922305841093496}
26590,7,quality_fail,{'severity': 0.21844217114511474}
26592,5,quality_fail,{'severity': 0.04425059346084899}
26612,2,quality_fail,{'severity': 0.14998519647315744}
26622,5,quality_fail,{'severity': 0.1837835090006168}
26625,5,quality_fail,{'severity': 0.2037825890412802}
26633,0,quality_fail,{'severity': 0.07347481210728869}
26639,11,quality_fail,{'severity': 0.2621501347170407}
26642,3,quality_fail,{'severity': 0.028430010274305906}
26643,4,quality_fail,{'severity': 0.11649998629344205}
26650,8,quality_fail,{'severity': 0.03709837398125196}
26659,10,quality_fail,{'severity': 0.05554111737103596}
26661,5,quality_fail,{'severity': 0.05554137867675867}
26665,6,quality_fail,{'severity': 0.042109707119600874}
26667,8,quality_fail,{'severity': 0.16563086320640602}
26688,1,quality_fail,{'severity': 0.23949766233413494}
26691,8,quality_fail,{'severity': 0.18430806536368863}
26693,4,quality_fail,{'severity': 0.09641794080437499}
26695,2,quality_fail,{'severity': 0.1999656622715498}
26700,6,quality_fail,{'severity': 0.2801722749403231}
26704,11,quality_fail,{'severity': 0.0877307150413922}
26709,5,quality_fail,{'severity': 0.1993444548495656}
26715,10,quality_fail,{'severity': 0.2023949329169004}
26722,10,quality_fail,{'severity': 0.1297744294478976}
26725,11,quality_fail,{'severity': 0.22816232522835508}
26728,0,quality_fail,{'severity': 0.17475012211110677}
26731,3,quality_fail,{'severity': 0.04702712792132714}
26732,2,quality_fail,{'severity': 0.20101846952649843}
26740,3,quality_fail,{'severity': 0.3287562316352906}
26748,7,quality_fail,{'severity': 0.04751015706514705}
26754,5,quality_fail,{'severity': 0.0653431619968774}
26756,5,quality_fail,{'severity': 0.12285959125898925}
26764,5,quality_fail,{'severity': 0.13667431369993996}
26764,10,quality_fail,{'severity': 0.13229929950983835}
26766,2,quality_fail,{'severity': 0.03117186885882071}
26784,5,quality_fail,{'severity': 0.16758538380126028}
26786,10,quality_fail,{'severity': 0.06566657920547683}
26803,12,quality_fail,{'severity': 0.11127578484331735}
26807,5,quality_fail,{'severity': 0.05971127537961425}
26834,10,quality_fail,{'severity': 0.025441751731518077}
26834,12,quality_fail,{'severity': 0.20100245003787753}
26836,10,quality_fail,{'severity': 0.04214938608798501}
26843,0,quality_fail,{'severity': 0.06977731746573634}
26849,8,quality_fail,{'severity': 0.15543617170771917}
26854,9,quality_fail,{'severity': 0.26163089863895417}
26855,33,breakdown,{'downtime': 53}
26857,11,quality_fail,{'severity': 0.1340823389836382}
26864,7,quality_fail,{'severity': 0.32586804285522847}
26866,5,quality_fail,{'severity': 0.15774382279626967}
26868,8,quality_fail,{'severity': 0.06852939162743753}
26875,3,quality_fail,{'severity': 0.1024218702367012}
26877,9,quality_fail,{'severity': 0.22787555930916176}
26886,5,quality_fail,{'severity': 0.1676271071320644}
26899,0,quality_fail,{'severity': 0.11186077228895122}
26907,8,quality_fail,{'severity': 0.279541691076855}
26911,7,quality_fail,{'severity': 0.13242708636694409}
26920,8,quality_fail,{'severity': 0.1720042577450009}
26924,7,quality_fail,{'severity': 0.33856719605341906}
26926,7,quality_fail,{'severity': 0.09600847935836786}
26931,5,quality_fail,{'severity': 0.3550905895605417}
26932,4,quality_fail,{'severity': 0.10969114672417636}
26940,7,quality_fail,{'severity': 0.09472572905518582}
26941,11,quality_fail,{'severity': 0.274108336166991}
26947,5,quality_fail,{'severity': 0.17073323498174886}
26953,3,quality_fail,{'severity': 0.03424726281791014}
26956,8,quality_fail,{'severity': 0.2513193342446592}
26978,5,quality_fail,{'severity': 0.07974136413402534}
26980,0,quality_fail,{'severity': 0.32234539347677166}
26983,6,quality_fail,{'severity': 0.23198630464073142}
26984,11,quality_fail,{'severity': 0.2008087046924248}
26989,11,quality_fail,{'severity': 0.4750152304458533}
27011,5,quality_fail,{'severity': 0.21572464803602653}
27012,8,quality_fail,{'severity': 0.20667227854479028}
27014,3,quality_fail,{'severity': 0.28472630099776747}
27014,8,quality_fail,{'severity': 0.15357715080644968}
27015,5,quality_fail,{'severity': 0.11999925867034465}
27015,37,breakdown,{'downtime': 248}
27016,3,quality_fail,{'severity': 0.1442944554220438}
27019,7,quality_fail,{'severity': 0.4526471926494712}
27023,0,quality_fail,{'severity': 0.16184855190215278}
27025,10,quality_fail,{'severity': 0.1267847707494846}
27027,2,quality_fail,{'severity': 0.03911683044442533}
27029,0,quality_fail,{'severity': 0.21522469084860307}
27031,1,quality_fail,{'severity': 0.09947690493300795}
27032,3,quality_fail,{'severity': 0.05872808260516291}
27034,5,quality_fail,{'severity': 0.27422949907086774}
27049,10,quality_fail,{'severity': 0.04960239719988374}
27049,11,quality_fail,{'severity': 0.24102099749702063}
27050,3,quality_fail,{'severity': 0.10952475535501834}
27060,1,quality_fail,{'severity': 0.11639176231368577}
27060,11,quality_fail,{'severity': 0.2581485033722282}
27065,1,quality_fail,{'severity': 0.19035846590109387}
27068,11,quality_fail,{'severity': 0.06970162531164023}
27070,2,quality_fail,{'severity': 0.22865984702359746}
27071,8,quality_fail,{'severity': 0.17653298573769066}
27084,2,quality_fail,{'severity': 0.09455774983404172}
27089,11,quality_fail,{'severity': 0.2839873322472871}
27097,9,quality_fail,{'severity': 0.2088440847729454}
27106,0,breakdown,{'downtime': 27}
27119,8,breakdown,{'downtime': 530}
27121,7,quality_fail,{'severity': 0.09878116211548209}
27137,5,quality_fail,{'severity': 0.13972962736673109}
27151,5,quality_fail,{'severity': 0.11776951201404222}
27158,5,quality_fail,{'severity': 0.34225611784540916}
27159,12,quality_fail,{'severity': 0.32289723480196764}
27178,3,quality_fail,{'severity': 0.25126320516506817}
27180,7,quality_fail,{'severity': 0.05074841925128637}
27194,3,quality_fail,{'severity': 0.15998482898199046}
27195,3,quality_fail,{'severity': 0.20287244127216525}
27197,1,quality_fail,{'severity': 0.02089318364668863}
27208,1,quality_fail,{'severity': 0.1080609613344624}
27210,11,quality_fail,{'severity': 0.3035910101925416}
27218,11,quality_fail,{'severity': 0.04230804772189077}
27226,2,quality_fail,{'severity': 0.11614844721484671}
27233,7,quality_fail,{'severity': 0.04152638230129898}
27239,4,quality_fail,{'severity': 0.14833480142624783}
27240,2,quality_fail,{'severity': 0.2841159029625866}
27241,12,quality_fail,{'severity': 0.23127186041667722}
27244,4,quality_fail,{'severity': 0.014287695119445231}
27245,3,quality_fail,{'severity': 0.14996252791387982}
27245,10,quality_fail,{'severity': 0.21452549229090773}
27247,11,quality_fail,{'severity': 0.2776870594968511}
27253,9,quality_fail,{'severity': 0.09321792930747695}
27262,1,quality_fail,{'severity': 0.3424949045394205}
27264,1,quality_fail,{'severity': 0.2550950469845689}
27264,11,quality_fail,{'severity': 0.16813812264298383}
27265,0,quality_fail,{'severity': 0.36935146207040537}
27278,7,quality_fail,{'severity': 0.20513527477476068}
27280,2,quality_fail,{'severity': 0.08837213060711714}
27280,3,quality_fail,{'severity': 0.187406337811126}
27280,9,quality_fail,{'severity': 0.05102844502681154}
27291,4,quality_fail,{'severity': 0.090993976431653}
27296,4,quality_fail,{'severity': 0.252672960009303}
27303,10,quality_fail,{'severity': 0.36135128304635356}
27313,6,breakdown,{'downtime': 11}
27315,11,quality_fail,{'severity': 0.03921511032721146}
27317,2,quality_fail,{'severity': 0.11666175274003925}
27320,9,quality_fail,{'severity': 0.18048243456664564}
27322,0,quality_fail,{'severity': 0.18390906761591602}
27324,0,quality_fail,{'severity': 0.39701685437837336}
27337,3,quality_fail,{'severity': 0.19753801051774325}
27353,6,quality_fail,{'severity': 0.1948706541448631}
27366,9,quality_fail,{'severity': 0.14266981905071396}
27382,4,quality_fail,{'severity': 0.24162088491686376}
27389,3,quality_fail,{'severity': 0.1043107561068884}
27389,21,breakdown,{'downtime': 275}
27392,0,quality_fail,{'severity': 0.10357913735179904}
27393,10,quality_fail,{'severity': 0.14187244161730564}
27397,7,quality_fail,{'severity': 0.17779806602302}
27398,0,quality_fail,{'severity': 0.26763841508071784}
27402,7,quality_fail,{'severity': 0.19591878557716666}
27402,11,quality_fail,{'severity': 0.07752682447045416}
27408,12,quality_fail,{'severity': 0.14045610211143833}
27419,9,quality_fail,{'severity': 0.0715345551927076}
27426,10,quality_fail,{'severity': 0.20737497637682845}
27430,3,quality_fail,{'severity': 0.09821060312596996}
27432,2,quality_fail,{'severity': 0.3148267927276746}
27438,10,quality_fail,{'severity': 0.19292814088657864}
27446,3,quality_fail,{'severity': 0.1064774503843887}
27447,0,quality_fail,{'severity': 0.3215427188685943}
27449,0,quality_fail,{'severity': 0.13889081503256545}
27459,3,quality_fail,{'severity': 0.13221156925935115}
27461,12,quality_fail,{'severity': 0.29623792388048453}
27473,7,quality_fail,{'severity': 0.4565383715175359}
27473,14,breakdown,{'downtime': 21}
27480,2,quality_fail,{'severity': 0.2596022678958287}
27488,7,quality_fail,{'severity': 0.05072432897548158}
27489,5,quality_fail,{'severity': 0.10185702579699314}
27492,2,quality_fail,{'severity': 0.023256419201843518}
27494,2,quality_fail,{'severity': 0.1371151358396423}
27497,4,quality_fail,{'severity': 0.15979905695546506}
27507,4,quality_fail,{'severity': 0.4061028651788287}
27516,2,breakdown,{'downtime': 12}
27516,10,quality_fail,{'severity': 0.13357837129437974}
27518,12,quality_fail,{'severity': 0.21312397267284422}
27520,9,quality_fail,{'severity': 0.20512536370805798}
27523,9,quality_fail,{'severity': 0.1349402341029544}
27526,9,quality_fail,{'severity': 0.34599360032733123}
27531,11,quality_fail,{'severity': 0.06930710991712966}
27553,4,quality_fail,{'severity': 0.06434988285733012}
27554,3,quality_fail,{'severity': 0.04973881025781291}
27569,12,quality_fail,{'severity': 0.04501932687634351}
27572,10,quality_fail,{'severity': 0.10532658600658415}
27576,12,quality_fail,{'severity': 0.07754009466734807}
27585,1,quality_fail,{'severity': 0.1575109000780399}
27591,12,quality_fail,{'severity': 0.0321389633172391}
27593,5,quality_fail,{'severity': 0.12337378727053415}
27594,9,quality_fail,{'severity': 0.09342864959259618}
27595,0,quality_fail,{'severity': 0.054659102967437714}
27597,11,quality_fail,{'severity': 0.05989470448532588}
27599,6,quality_fail,{'severity': 0.31484673840234584}
27601,5,quality_fail,{'severity': 0.05227816774550014}
27649,10,quality_fail,{'severity': 0.12947405334481282}
27653,32,breakdown,{'downtime': 55}
27656,2,quality_fail,{'severity': 0.15723518904556857}
27657,10,quality_fail,{'severity': 0.0934054950391752}
27663,9,quality_fail,{'severity': 0.4026956784160142}
27676,10,quality_fail,{'severity': 0.19555129083560527}
27678,8,quality_fail,{'severity': 0.2785077174152899}
27684,2,quality_fail,{'severity': 0.026858989065286845}
27684,11,quality_fail,{'severity': 0.09636805019385762}
27686,7,quality_fail,{'severity': 0.3539205730270144}
27686,11,quality_fail,{'severity': 0.08065541164679851}
27689,2,quality_fail,{'severity': 0.23780189972058233}
27690,12,quality_fail,{'severity': 0.29090080036232363}
27692,7,quality_fail,{'severity': 0.18468882950856771}
27692,12,quality_fail,{'severity': 0.38387259244875327}
27695,3,quality_fail,{'severity': 0.5180230966614902}
27704,10,quality_fail,{'severity': 0.22500322226787955}
27722,6,quality_fail,{'severity': 0.06279247444048705}
27741,4,quality_fail,{'severity': 0.26334320193389404}
27741,10,quality_fail,{'severity': 0.21784227513469379}
27743,7,quality_fail,{'severity': 0.3012220585251614}
27743,12,quality_fail,{'severity': 0.12696989963139022}
27750,5,quality_fail,{'severity': 0.2121606440178716}
27754,4,quality_fail,{'severity': 0.28713494156695596}
27754,11,quality_fail,{'severity': 0.2578174986901901}
27768,3,quality_fail,{'severity': 0.20259527310211187}
27769,2,quality_fail,{'severity': 0.06891933048111043}
27786,5,quality_fail,{'severity': 0.23774997914711374}
27791,10,quality_fail,{'severity': 0.44952051274776317}
27801,7,quality_fail,{'severity': 0.10555896322188935}
27804,2,quality_fail,{'severity': 0.10591193242904429}
27805,5,quality_fail,{'severity': 0.15113108933056607}
27807,5,quality_fail,{'severity': 0.12441799566636864}
27810,1,quality_fail,{'severity': 0.030354492770456414}
27813,12,quality_fail,{'severity': 0.3894340879684188}
27816,9,quality_fail,{'severity': 0.09788078708189996}
27817,24,breakdown,{'downtime': 39}
27821,5,quality_fail,{'severity': 0.02655053671650437}
27840,26,breakdown,{'downtime': 91}
27859,8,quality_fail,{'severity': 0.26983108471853123}
27862,29,breakdown,{'downtime': 133}
27865,4,quality_fail,{'severity': 0.05430029754378313}
27866,0,quality_fail,{'severity': 0.07019920099948045}
27868,12,quality_fail,{'severity': 0.294908467902251}
27871,4,quality_fail,{'severity': 0.1043580113743443}
27876,8,quality_fail,{'severity': 0.1429378411138214}
27899,4,quality_fail,{'severity': 0.18148020044232796}
27908,1,quality_fail,{'severity': 0.17410765885801816}
27912,2,quality_fail,{'severity': 0.12513088681249745}
27918,5,quality_fail,{'severity': 0.09706525303069215}
27918,8,quality_fail,{'severity': 0.31536984060961654}
27918,9,quality_fail,{'severity': 0.11546595431607096}
27921,2,breakdown,{'downtime': 112}
27929,1,quality_fail,{'severity': 0.4820703875127603}
27936,7,quality_fail,{'severity': 0.2142212890642414}
27936,10,quality_fail,{'severity': 0.2516860025870026}
27939,11,quality_fail,{'severity': 0.4110247215772552}
27941,12,quality_fail,{'severity': 0.17454851920010236}
27942,1,quality_fail,{'severity': 0.2602618680798487}
27942,6,quality_fail,{'severity': 0.2246470800027787}
27949,9,quality_fail,{'severity': 0.09411492310020994}
27955,3,quality_fail,{'severity': 0.188484158800042}
27955,7,quality_fail,{'severity': 0.28289800589472924}
27958,0,quality_fail,{'severity': 0.35489917300303764}
27961,11,quality_fail,{'severity': 0.24377957495732633}
27964,0,quality_fail,{'severity': 0.1814570417744066}
27976,12,quality_fail,{'severity': 0.09625734281611271}
27979,1,quality_fail,{'severity': 0.1279773156173464}
27983,36,breakdown,{'downtime': 1}
27992,1,quality_fail,{'severity': 0.20552053839058393}
27994,12,quality_fail,{'severity': 0.13254530760749134}
27999,8,quality_fail,{'severity': 0.05674923059650264}
28002,0,quality_fail,{'severity': 0.07315818867578443}
28002,5,quality_fail,{'severity': 0.07176744506852747}
28012,4,quality_fail,{'severity': 0.18571411603925866}
28013,0,quality_fail,{'severity': 0.03151640719270182}
28022,7,quality_fail,{'severity': 0.03328571467242052}
28024,5,quality_fail,{'severity': 0.09093274432690303}
28036,6,quality_fail,{'severity': 0.1449083318226342}
28037,11,breakdown,{'downtime': 128}
28043,12,quality_fail,{'severity': 0.2734774641831608}
28044,12,quality_fail,{'severity': 0.10666469952035883}
28048,3,quality_fail,{'severity': 0.2346942701731103}
28061,10,quality_fail,{'severity': 0.15015360340312886}
28063,12,quality_fail,{'severity': 0.03442846117864279}
28069,10,quality_fail,{'severity': 0.11169496972548892}
28072,5,quality_fail,{'severity': 0.07225002787831113}
28077,4,quality_fail,{'severity': 0.14368739630863694}
28078,5,quality_fail,{'severity': 0.09816698205603899}
28079,0,quality_fail,{'severity': 0.20377024844956879}
28084,4,quality_fail,{'severity': 0.02491008228736472}
28090,4,quality_fail,{'severity': 0.23787467602569418}
28090,6,quality_fail,{'severity': 0.13732654979948128}
28092,21,breakdown,{'downtime': 1}
28093,16,breakdown,{'downtime': 186}
28116,4,quality_fail,{'severity': 0.1210196421139142}
28125,10,quality_fail,{'severity': 0.38162815842586506}
28133,6,quality_fail,{'severity': 0.11057689076789663}
28136,5,quality_fail,{'severity': 0.1408571238088948}
28153,3,quality_fail,{'severity': 0.07993622399247485}
28163,9,quality_fail,{'severity': 0.01793440606146007}
28164,1,quality_fail,{'severity': 0.21612857673565466}
28167,8,quality_fail,{'severity': 0.13425390003969237}
28174,9,quality_fail,{'severity': 0.0584253097699591}
28176,3,quality_fail,{'severity': 0.19838218314166864}
28176,4,quality_fail,{'severity': 0.10975333474007415}
28183,10,quality_fail,{'severity': 0.037913632606697174}
28186,2,quality_fail,{'severity': 0.033054724876419646}
28197,9,quality_fail,{'severity': 0.1288970927780881}
28201,4,quality_fail,{'severity': 0.1560931802949193}
28205,1,quality_fail,{'severity': 0.015401151554473485}
28205,7,quality_fail,{'severity': 0.00282963959094436}
28210,8,quality_fail,{'severity': 0.0293329124400299}
28218,11,quality_fail,{'severity': 0.19695691015179342}
28223,10,quality_fail,{'severity': 0.13545044294381045}
28227,33,breakdown,{'downtime': 658}
28236,8,breakdown,{'downtime': 35}
28249,2,quality_fail,{'severity': 0.1268379519618722}
28249,3,quality_fail,{'severity': 0.1629455051909165}
28258,3,quality_fail,{'severity': 0.09230650275337068}
28263,12,quality_fail,{'severity': 0.12995333698491973}
28266,6,quality_fail,{'severity': 0.12066742777850417}
28272,7,quality_fail,{'severity': 0.41221136432353894}
28273,8,quality_fail,{'severity': 0.27160832416451997}
28282,9,quality_fail,{'severity': 0.16135132856217915}
28296,7,quality_fail,{'severity': 0.3393635074574036}
28303,12,quality_fail,{'severity': 0.18574483601567526}
28304,7,quality_fail,{'severity': 0.2703469409058498}
28308,10,quality_fail,{'severity': 0.2331711510095905}
28320,5,quality_fail,{'severity': 0.1813913465098775}
28321,11,quality_fail,{'severity': 0.058502835371876484}
28329,3,quality_fail,{'severity': 0.10183394782906677}
28335,6,quality_fail,{'severity': 0.08710404282828026}
28335,8,quality_fail,{'severity': 0.038226503832924544}
28345,5,quality_fail,{'severity': 0.12956613541323478}
28351,10,quality_fail,{'severity': 0.17112928812020023}
28353,9,quality_fail,{'severity': 0.29046453781563447}
28371,10,quality_fail,{'severity': 0.19633598074762026}
28379,7,quality_fail,{'severity': 0.02139877003678414}
28379,10,quality_fail,{'severity': 0.12383782900331251}
28395,9,quality_fail,{'severity': 0.06260641509355241}
