ts,station_id,event_type,details
53233,10,quality_fail,{'severity': 0.06012101324209286}
53237,5,quality_fail,{'severity': 0.16502747892611708}
53242,0,quality_fail,{'severity': 0.06019395496748272}
53243,8,quality_fail,{'severity': 0.36959257452387073}
53246,10,quality_fail,{'severity': 0.0602735226378761}
53252,5,quality_fail,{'severity': 0.12418732129783451}
53253,2,quality_fail,{'severity': 0.11443636088638912}
53262,10,quality_fail,{'severity': 0.19880689963972398}
53264,7,quality_fail,{'severity': 0.041246507838751154}
53273,8,quality_fail,{'severity': 0.07362771461530904}
53276,8,quality_fail,{'severity': 0.11243992479662646}
53286,4,quality_fail,{'severity': 0.08739616786514846}
53298,11,quality_fail,{'severity': 0.16029952035378617}
53302,3,quality_fail,{'severity': 0.13178754384149105}
53306,5,quality_fail,{'severity': 0.23510471377292663}
53307,11,quality_fail,{'severity': 0.31841536024086187}
53308,11,quality_fail,{'severity': 0.2877808362715202}
53311,5,quality_fail,{'severity': 0.14597342321368684}
53316,4,quality_fail,{'severity': 0.032266532371882185}
53321,0,quality_fail,{'severity': 0.18032792338096804}
53334,4,quality_fail,{'severity': 0.13183903568886854}
53334,10,quality_fail,{'severity': 0.1827198050621116}
53338,5,quality_fail,{'severity': 0.2761874897085668}
53346,8,quality_fail,{'severity': 0.21327064593976}
53349,1,quality_fail,{'severity': 0.06440419007751276}
53351,5,quality_fail,{'severity': 0.03943326640538632}
53353,5,quality_fail,{'severity': 0.5088918503088202}
53355,1,quality_fail,{'severity': 0.1286951724218588}
53355,4,quality_fail,{'severity': 0.08032702647572572}
53397,5,quality_fail,{'severity': 0.3914543113310074}
53399,4,quality_fail,{'severity': 0.2975571296899549}
53400,11,quality_fail,{'severity': 0.28866169789830437}
53404,9,quality_fail,{'severity': 0.10108424670815398}
53411,9,quality_fail,{'severity': 0.4827586072887758}
53414,12,quality_fail,{'severity': 0.2343818320914511}
53415,4,quality_fail,{'severity': 0.10394118672018343}
53415,12,quality_fail,{'severity': 0.08269604367312093}
53417,1,quality_fail,{'severity': 0.2698189658363362}
53417,10,quality_fail,{'severity': 0.08785789599439783}
53425,11,quality_fail,{'severity': 0.1158822825209246}
53429,1,quality_fail,{'severity': 0.05332803555407443}
53434,5,quality_fail,{'severity': 0.08053007549538398}
53437,9,quality_fail,{'severity': 0.15514604720686806}
53441,1,quality_fail,{'severity': 0.20669831874744626}
53443,11,quality_fail,{'severity': 0.1040985469130494}
53444,10,quality_fail,{'severity': 0.19700638205845072}
53445,3,quality_fail,{'severity': 0.08292336935374342}
53445,10,quality_fail,{'severity': 0.105580799988929}
53447,1,quality_fail,{'severity': 0.12087599006743138}
53452,28,breakdown,{'downtime': 446}
53454,12,quality_fail,{'severity': 0.12991135763321848}
53465,0,quality_fail,{'severity': 0.2411879443878602}
53468,2,quality_fail,{'severity': 0.04243683841729226}
53469,11,quality_fail,{'severity': 0.14427086070594097}
53488,5,quality_fail,{'severity': 0.12976394135166372}
53502,2,quality_fail,{'severity': 0.07308930751651974}
53503,2,quality_fail,{'severity': 0.19441916574402832}
53512,5,quality_fail,{'severity': 0.09089770868331441}
53513,10,quality_fail,{'severity': 0.18044908432209267}
53516,1,quality_fail,{'severity': 0.20759678052058128}
53518,4,quality_fail,{'severity': 0.12227635282125306}
53521,5,quality_fail,{'severity': 0.14306573654703256}
53535,5,quality_fail,{'severity': 0.2284886846077148}
53543,3,quality_fail,{'severity': 0.579245070546989}
53549,4,quality_fail,{'severity': 0.1052836484509051}
53549,39,breakdown,{'downtime': 61}
53555,5,quality_fail,{'severity': 0.26880733338192536}
53556,1,quality_fail,{'severity': 0.10979806141117349}
53560,9,quality_fail,{'severity': 0.320453489922256}
53565,8,quality_fail,{'severity': 0.11972484592952583}
53566,1,quality_fail,{'severity': 0.24512848567776874}
53566,4,quality_fail,{'severity': 0.11481575311871982}
53568,6,quality_fail,{'severity': 0.2779221796812306}
53570,7,quality_fail,{'severity': 0.04700936256730374}
53579,7,quality_fail,{'severity': 0.0890564849724802}
53580,5,quality_fail,{'severity': 0.25418786241417357}
53594,4,quality_fail,{'severity': 0.14656797614971318}
53605,12,quality_fail,{'severity': 0.0136178833217107}
53607,4,quality_fail,{'severity': 0.02137246705052895}
53609,0,quality_fail,{'severity': 0.07159891401290729}
53609,6,quality_fail,{'severity': 0.15361724482855282}
53613,1,quality_fail,{'severity': 0.17057276518061543}
53627,3,quality_fail,{'severity': 0.19871807406850311}
53627,6,quality_fail,{'severity': 0.16818731690167743}
53643,4,quality_fail,{'severity': 0.22084480106333204}
53654,8,quality_fail,{'severity': 0.18918364707429036}
53657,10,quality_fail,{'severity': 0.06512263288895688}
53661,8,quality_fail,{'severity': 0.39286057873429625}
53675,3,quality_fail,{'severity': 0.30074481306091394}
53679,4,quality_fail,{'severity': 0.07970387035314423}
53682,9,quality_fail,{'severity': 0.11886522968483007}
53688,7,quality_fail,{'severity': 0.12102158449321215}
53694,5,quality_fail,{'severity': 0.06998914320795642}
53697,3,breakdown,{'downtime': 52}
53697,11,quality_fail,{'severity': 0.06166814153614125}
53699,45,breakdown,{'downtime': 317}
53701,4,quality_fail,{'severity': 0.242707449343851}
53707,7,quality_fail,{'severity': 0.17118607307661074}
53708,5,breakdown,{'downtime': 29}
53708,16,breakdown,{'downtime': 359}
53715,4,quality_fail,{'severity': 0.12134032567476746}
53732,7,quality_fail,{'severity': 0.1466463657849194}
53734,6,quality_fail,{'severity': 0.30906123163683646}
53737,0,quality_fail,{'severity': 0.04756742487242967}
53739,5,quality_fail,{'severity': 0.16609423178835525}
53743,2,quality_fail,{'severity': 0.10012188415737248}
53750,1,quality_fail,{'severity': 0.17676311216840707}
53751,0,quality_fail,{'severity': 0.22882791827888696}
53770,4,quality_fail,{'severity': 0.23522785600531673}
53777,1,quality_fail,{'severity': 0.30266195210513586}
53785,7,quality_fail,{'severity': 0.11813792967344112}
53789,5,quality_fail,{'severity': 0.2780928771163971}
53791,11,quality_fail,{'severity': 0.06473913760713258}
53794,3,quality_fail,{'severity': 0.1180262504255268}
53799,2,quality_fail,{'severity': 0.07995955589237273}
53802,4,quality_fail,{'severity': 0.06765761171724656}
53810,9,quality_fail,{'severity': 0.06687627317642783}
53817,12,quality_fail,{'severity': 0.44640570712759703}
53823,3,quality_fail,{'severity': 0.13045499377720077}
53826,8,quality_fail,{'severity': 0.1625514116558836}
53829,7,quality_fail,{'severity': 0.20308393239792935}
53830,2,quality_fail,{'severity': 0.04716452984635691}
53833,1,quality_fail,{'severity': 0.2991057511243253}
53833,8,quality_fail,{'severity': 0.1617048596374326}
53847,3,quality_fail,{'severity': 0.32492996454874423}
53866,8,quality_fail,{'severity': 0.19395057189220613}
53870,7,quality_fail,{'severity': 0.11828198585477155}
53883,11,quality_fail,{'severity': 0.04453023136861942}
53886,12,quality_fail,{'severity': 0.09695664925131396}
53894,0,quality_fail,{'severity': 0.04624755824023218}
53894,11,quality_fail,{'severity': 0.143005839919695}
53897,5,quality_fail,{'severity': 0.16577923962329386}
53900,5,quality_fail,{'severity': 0.291625133135786}
53910,9,quality_fail,{'severity': 0.28759864106803656}
53922,6,quality_fail,{'severity': 0.05105565835135153}
53926,9,quality_fail,{'severity': 0.10946181534664785}
53930,5,quality_fail,{'severity': 0.0718491656484851}
53932,7,quality_fail,{'severity': 0.4203333081007088}
53947,6,quality_fail,{'severity': 0.31466575884413467}
53951,9,quality_fail,{'severity': 0.08258698585830221}
53957,6,quality_fail,{'severity': 0.18611773732909914}
53958,11,quality_fail,{'severity': 0.13963758233372314}
53959,5,quality_fail,{'severity': 0.06749044850963852}
53967,9,quality_fail,{'severity': 0.22410911073398418}
53967,11,quality_fail,{'severity': 0.18702068293130292}
53982,1,quality_fail,{'severity': 0.08454599410218043}
53986,5,quality_fail,{'severity': 0.19939889488616813}
53991,5,quality_fail,{'severity': 0.25638993843713886}
54002,1,quality_fail,{'severity': 0.04272961118377499}
54004,3,quality_fail,{'severity': 0.12374018683991343}
54008,4,quality_fail,{'severity': 0.05320699684746478}
54010,9,quality_fail,{'severity': 0.18563760949590025}
54010,19,breakdown,{'downtime': 793}
54017,12,quality_fail,{'severity': 0.10344510849143598}
54022,5,quality_fail,{'severity': 0.006091545943548992}
54029,6,quality_fail,{'severity': 0.09534040768874448}
54031,4,quality_fail,{'severity': 0.1206416876742957}
54045,9,quality_fail,{'severity': 0.049842200015416456}
54049,5,quality_fail,{'severity': 0.08034877153014033}
54050,5,quality_fail,{'severity': 0.22678187113520823}
54051,5,quality_fail,{'severity': 0.4328936051201477}
54053,10,quality_fail,{'severity': 0.019934634962425625}
54054,11,quality_fail,{'severity': 0.34043842079378245}
54055,12,quality_fail,{'severity': 0.06757713978255393}
54059,12,quality_fail,{'severity': 0.22690605953344734}
54067,12,quality_fail,{'severity': 0.4160556312344214}
54068,8,quality_fail,{'severity': 0.13630747798989487}
54069,2,quality_fail,{'severity': 0.034539181877542714}
54083,0,quality_fail,{'severity': 0.32171555185981926}
54083,3,quality_fail,{'severity': 0.13393696728795934}
54086,3,quality_fail,{'severity': 0.13961759510226282}
54086,12,quality_fail,{'severity': 0.034867769224989374}
54094,4,quality_fail,{'severity': 0.14110753256505287}
54097,10,quality_fail,{'severity': 0.24536195079603862}
54098,4,quality_fail,{'severity': 0.08242160694270519}
54117,11,quality_fail,{'severity': 0.1408663525626049}
54121,9,quality_fail,{'severity': 0.39719998742416235}
54122,4,quality_fail,{'severity': 0.32078780569568516}
54125,0,quality_fail,{'severity': 0.16944640684529955}
54137,10,quality_fail,{'severity': 0.11502950251873824}
54149,3,quality_fail,{'severity': 0.053628896572679816}
54149,8,quality_fail,{'severity': 0.29057707840976066}
54154,5,quality_fail,{'severity': 0.1418221777168218}
54156,4,quality_fail,{'severity': 0.2413754971827958}
54156,8,quality_fail,{'severity': 0.4609169996928441}
54168,11,quality_fail,{'severity': 0.10415083509296408}
54176,6,quality_fail,{'severity': 0.34926199288370047}
54181,7,quality_fail,{'severity': 0.0434461291273867}
54183,11,quality_fail,{'severity': 0.03643545279394472}
54184,7,quality_fail,{'severity': 0.06986842371538413}
54189,12,quality_fail,{'severity': 0.24693815448951772}
54191,1,quality_fail,{'severity': 0.24163092080086077}
54192,5,quality_fail,{'severity': 0.2726420621102263}
54198,2,quality_fail,{'severity': 0.19262495125533896}
54198,9,quality_fail,{'severity': 0.0629857267946314}
54200,1,quality_fail,{'severity': 0.17967516743151082}
54202,8,quality_fail,{'severity': 0.11772435601896551}
54204,4,quality_fail,{'severity': 0.13694682141610015}
54208,0,quality_fail,{'severity': 0.02454944928528741}
54222,11,quality_fail,{'severity': 0.2769895932476423}
54223,5,quality_fail,{'severity': 0.145761692177187}
54233,9,quality_fail,{'severity': 0.15835329363820186}
54247,10,quality_fail,{'severity': 0.15827930829591125}
54254,10,quality_fail,{'severity': 0.07851663518990816}
54258,10,quality_fail,{'severity': 0.37122238527567364}
54260,1,quality_fail,{'severity': 0.24838917220813056}
54266,2,quality_fail,{'severity': 0.4217305420186625}
54268,10,quality_fail,{'severity': 0.2353565748178785}
54272,2,quality_fail,{'severity': 0.1387271818248196}
54277,3,quality_fail,{'severity': 0.27248197732915225}
54278,4,quality_fail,{'severity': 0.2210999618385819}
54280,31,breakdown,{'downtime': 99}
54286,6,quality_fail,{'severity': 0.2277450837101251}
54289,0,quality_fail,{'severity': 0.27383145666713815}
54291,8,quality_fail,{'severity': 0.35106969755814055}
54297,2,quality_fail,{'severity': 0.12132399594857642}
54299,5,quality_fail,{'severity': 0.3996367442148913}
54304,11,quality_fail,{'severity': 0.06606799771966264}
54304,42,breakdown,{'downtime': 44}
54307,5,quality_fail,{'severity': 0.16686202424634955}
54310,8,quality_fail,{'severity': 0.1096929839424408}
54329,7,quality_fail,{'severity': 0.08485034460461749}
54329,9,quality_fail,{'severity': 0.015628775477583512}
54338,4,quality_fail,{'severity': 0.07814412267383261}
54338,10,quality_fail,{'severity': 0.04734924829538257}
54341,5,quality_fail,{'severity': 0.1591387637601558}
54348,3,quality_fail,{'severity': 0.025616627126694845}
54353,5,quality_fail,{'severity': 0.26195669605659044}
54354,7,quality_fail,{'severity': 0.13335246547115945}
54356,2,quality_fail,{'severity': 0.0925341660808792}
54362,11,quality_fail,{'severity': 0.35297385688041244}
54368,9,quality_fail,{'severity': 0.14100910945725154}
54392,5,quality_fail,{'severity': 0.09186287555936679}
54394,7,quality_fail,{'severity': 0.4085720389730077}
54398,5,quality_fail,{'severity': 0.0734191659964914}
54400,11,quality_fail,{'severity': 0.10025925165360566}
54402,1,quality_fail,{'severity': 0.10168160423538786}
54416,5,quality_fail,{'severity': 0.11596974093550498}
54421,7,quality_fail,{'severity': 0.01983675184075593}
54428,2,quality_fail,{'severity': 0.09977863795563731}
54431,13,breakdown,{'downtime': 191}
54439,5,quality_fail,{'severity': 0.06679602642554544}
54448,7,quality_fail,{'severity': 0.035148989127057426}
54455,12,quality_fail,{'severity': 0.1293727463405826}
54474,5,quality_fail,{'severity': 0.11400815723294727}
54480,7,quality_fail,{'severity': 0.04463243654702844}
54483,6,quality_fail,{'severity': 0.19106253030783898}
54488,12,quality_fail,{'severity': 0.09677325536767717}
54489,9,quality_fail,{'severity': 0.2505346559065522}
54492,3,quality_fail,{'severity': 0.3665002249944272}
54501,3,quality_fail,{'severity': 0.1660803640875233}
54506,8,quality_fail,{'severity': 0.06053009623862002}
54510,3,quality_fail,{'severity': 0.1692623865308043}
54510,11,quality_fail,{'severity': 0.025288336123757464}
54512,12,breakdown,{'downtime': 94}
54515,5,quality_fail,{'severity': 0.08609207088225625}
54516,3,quality_fail,{'severity': 0.10757077703991785}
54516,5,quality_fail,{'severity': 0.17606848081602677}
54517,11,quality_fail,{'severity': 0.05378382148811786}
54519,3,quality_fail,{'severity': 0.06620982226276077}
54527,5,quality_fail,{'severity': 0.12350037510689288}
54533,2,quality_fail,{'severity': 0.164641475612677}
54542,3,quality_fail,{'severity': 0.05371608325289975}
54548,11,quality_fail,{'severity': 0.05697857648480581}
54555,31,breakdown,{'downtime': 162}
54556,1,quality_fail,{'severity': 0.10855116093525494}
54560,0,quality_fail,{'severity': 0.021355280644080286}
54565,0,quality_fail,{'severity': 0.08942252861158892}
54569,9,quality_fail,{'severity': 0.17643900076098926}
54574,10,quality_fail,{'severity': 0.20701855431389588}
54577,2,quality_fail,{'severity': 0.18784766482059465}
54578,11,quality_fail,{'severity': 0.23209006668084572}
54588,8,quality_fail,{'severity': 0.12508315319282037}
54594,10,breakdown,{'downtime': 148}
54607,11,quality_fail,{'severity': 0.20996276652642468}
54611,2,quality_fail,{'severity': 0.4307364640205053}
54613,3,quality_fail,{'severity': 0.18965537559961745}
54616,12,quality_fail,{'severity': 0.3120489828317002}
54617,3,quality_fail,{'severity': 0.1259493629885996}
54630,3,quality_fail,{'severity': 0.3231375187066728}
54633,1,quality_fail,{'severity': 0.18326826839847576}
54634,8,quality_fail,{'severity': 0.02547493398994824}
54642,7,quality_fail,{'severity': 0.07530969856089882}
54647,5,quality_fail,{'severity': 0.09540999729744737}
54651,7,quality_fail,{'severity': 0.22932561583462377}
54670,11,quality_fail,{'severity': 0.10232072079222976}
54677,5,quality_fail,{'severity': 0.021177757476211617}
54683,4,quality_fail,{'severity': 0.054370077094826524}
54684,4,quality_fail,{'severity': 0.15645503713933848}
54685,11,quality_fail,{'severity': 0.0720024853463225}
54686,4,quality_fail,{'severity': 0.10566866715146336}
54712,29,breakdown,{'downtime': 13}
54713,5,breakdown,{'downtime': 40}
54727,3,quality_fail,{'severity': 0.11673219005012894}
54729,7,quality_fail,{'severity': 0.08726761866733944}
54746,11,quality_fail,{'severity': 0.07336285493268013}
54755,4,quality_fail,{'severity': 0.3667471181905481}
54772,3,quality_fail,{'severity': 0.07197360449810886}
54782,9,quality_fail,{'severity': 0.30217979493732855}
54788,3,quality_fail,{'severity': 0.196998222792555}
54788,10,quality_fail,{'severity': 0.2817537384565818}
54795,7,quality_fail,{'severity': 0.1627386998498992}
54797,4,quality_fail,{'severity': 0.07694752184627196}
54805,3,quality_fail,{'severity': 0.036378554688971505}
54805,4,quality_fail,{'severity': 0.12476742794250459}
54809,5,quality_fail,{'severity': 0.06847881002166879}
54814,11,quality_fail,{'severity': 0.02292782438050701}
54818,8,quality_fail,{'severity': 0.0769397701516967}
54819,5,quality_fail,{'severity': 0.0549917807180674}
54827,4,quality_fail,{'severity': 0.1616065826486645}
54831,30,breakdown,{'downtime': 73}
54832,6,quality_fail,{'severity': 0.25765581876264854}
54833,8,quality_fail,{'severity': 0.06822674866558076}
54833,44,breakdown,{'downtime': 580}
54837,2,quality_fail,{'severity': 0.20812016054109508}
54840,8,quality_fail,{'severity': 0.10403360464695595}
54843,3,quality_fail,{'severity': 0.13295189410269898}
54847,29,breakdown,{'downtime': 55}
54849,4,quality_fail,{'severity': 0.2716793219725676}
54852,0,quality_fail,{'severity': 0.16270152161941354}
54862,12,quality_fail,{'severity': 0.17723501471518693}
54863,0,breakdown,{'downtime': 253}
54865,4,quality_fail,{'severity': 0.3823193010411741}
54866,11,quality_fail,{'severity': 0.045840053606621266}
54868,5,quality_fail,{'severity': 0.08825189130143288}
54890,1,quality_fail,{'severity': 0.23546140227748993}
54891,10,quality_fail,{'severity': 0.04859503493789614}
54893,7,quality_fail,{'severity': 0.03071817959837949}
54900,1,quality_fail,{'severity': 0.1255920784310891}
54922,16,breakdown,{'downtime': 388}
54930,11,quality_fail,{'severity': 0.02887794246105893}
54931,4,quality_fail,{'severity': 0.24807842052668835}
54936,11,quality_fail,{'severity': 0.12113321385729878}
54946,8,quality_fail,{'severity': 0.5749327288949787}
54959,6,quality_fail,{'severity': 0.4237948383159308}
54968,11,quality_fail,{'severity': 0.20270703387694405}
54972,3,quality_fail,{'severity': 0.08550868988095545}
54973,9,quality_fail,{'severity': 0.12255196268895076}
54984,2,quality_fail,{'severity': 0.17732897096019684}
54999,9,quality_fail,{'severity': 0.08923609195171914}
55002,4,quality_fail,{'severity': 0.3117922406136135}
55006,11,quality_fail,{'severity': 0.26666315675479496}
55007,7,quality_fail,{'severity': 0.011959826016579246}
55012,9,quality_fail,{'severity': 0.07797137608378449}
55018,5,quality_fail,{'severity': 0.13518034328979786}
55020,1,quality_fail,{'severity': 0.180251886304594}
55029,8,quality_fail,{'severity': 0.18379556546266895}
55031,11,quality_fail,{'severity': 0.3298567669760578}
55032,8,quality_fail,{'severity': 0.04484289359397118}
55035,5,quality_fail,{'severity': 0.0822476297106575}
55053,4,quality_fail,{'severity': 0.233522897581076}
55055,11,quality_fail,{'severity': 0.0512666988017786}
55055,12,quality_fail,{'severity': 0.07272076188673628}
55058,7,quality_fail,{'severity': 0.25188583694964234}
55058,9,quality_fail,{'severity': 0.06460465697455092}
55063,8,quality_fail,{'severity': 0.055927239939656405}
55066,11,quality_fail,{'severity': 0.12346498555851124}
55078,9,quality_fail,{'severity': 0.09245097762817145}
55097,11,quality_fail,{'severity': 0.06845536904717898}
55098,1,quality_fail,{'severity': 0.15518973068386324}
55098,8,quality_fail,{'severity': 0.08854964276218483}
55098,9,quality_fail,{'severity': 0.2588123632040908}
55103,6,quality_fail,{'severity': 0.039639029554679114}
55104,11,quality_fail,{'severity': 0.13442726294427526}
55111,2,quality_fail,{'severity': 0.07667033070933177}
55112,6,quality_fail,{'severity': 0.06801948669580697}
55155,6,quality_fail,{'severity': 0.10991967183703266}
55163,12,quality_fail,{'severity': 0.23647927219365675}
55172,1,quality_fail,{'severity': 0.11625807541742621}
55174,32,breakdown,{'downtime': 85}
55175,12,quality_fail,{'severity': 0.08863263127808792}
55179,10,quality_fail,{'severity': 0.2646732093905593}
55192,9,quality_fail,{'severity': 0.14049196874771994}
55195,6,quality_fail,{'severity': 0.1318258650440627}
55195,9,quality_fail,{'severity': 0.16712209436446593}
55212,10,quality_fail,{'severity': 0.20169141208483474}
55220,2,quality_fail,{'severity': 0.2397877239150896}
55221,5,quality_fail,{'severity': 0.06676867745630234}
55225,4,quality_fail,{'severity': 0.19927715882135846}
55226,8,quality_fail,{'severity': 0.11997207259727202}
55230,9,quality_fail,{'severity': 0.09332884237456414}
55236,2,quality_fail,{'severity': 0.04364059486536679}
55239,11,quality_fail,{'severity': 0.2510994168784397}
55252,2,quality_fail,{'severity': 0.08694453410892933}
55265,7,quality_fail,{'severity': 0.14541289016760464}
55267,10,quality_fail,{'severity': 0.16737214959979535}
55270,7,quality_fail,{'severity': 0.39918466074114756}
55272,4,quality_fail,{'severity': 0.21736386608263258}
55274,12,quality_fail,{'severity': 0.2226145647929441}
55275,21,breakdown,{'downtime': 16}
55278,0,quality_fail,{'severity': 0.11838067041416668}
55281,4,quality_fail,{'severity': 0.11783154083192703}
55281,10,quality_fail,{'severity': 0.12275115941039184}
55295,9,quality_fail,{'severity': 0.05343011071904348}
55299,12,quality_fail,{'severity': 0.14135464681304655}
55320,10,quality_fail,{'severity': 0.06496599558503247}
55320,42,breakdown,{'downtime': 725}
55322,12,quality_fail,{'severity': 0.3674145204081748}
55327,3,quality_fail,{'severity': 0.2215912397445246}
55331,9,quality_fail,{'severity': 0.043833988839122436}
55335,3,quality_fail,{'severity': 0.2682097940601292}
55353,12,quality_fail,{'severity': 0.06707177166978784}
55364,8,quality_fail,{'severity': 0.177168776301006}
55366,12,quality_fail,{'severity': 0.06998660488886077}
55376,8,quality_fail,{'severity': 0.20428082731958727}
55378,12,quality_fail,{'severity': 0.09554501315655907}
55384,34,breakdown,{'downtime': 147}
55395,1,quality_fail,{'severity': 0.029625165329289677}
55404,7,quality_fail,{'severity': 0.1252150056521294}
55411,10,quality_fail,{'severity': 0.15909746345309933}
55412,2,quality_fail,{'severity': 0.07736767092747872}
55419,7,quality_fail,{'severity': 0.13292602151373473}
55424,1,quality_fail,{'severity': 0.21124250287730198}
55431,9,breakdown,{'downtime': 215}
55433,2,quality_fail,{'severity': 0.12773706314789887}
55445,3,quality_fail,{'severity': 0.26023035516209925}
55448,5,quality_fail,{'severity': 0.08819813234100929}
55456,1,quality_fail,{'severity': 0.25572916421849384}
55456,11,quality_fail,{'severity': 0.042090176542612684}
55456,16,breakdown,{'downtime': 115}
55459,10,quality_fail,{'severity': 0.20390647008250534}
55459,40,breakdown,{'downtime': 29}
55463,11,quality_fail,{'severity': 0.379635251719371}
55468,2,quality_fail,{'severity': 0.05523520956463124}
55483,4,quality_fail,{'severity': 0.1255689656079101}
55483,11,quality_fail,{'severity': 0.20090400327399052}
55483,12,quality_fail,{'severity': 0.31316751854860236}
55484,7,quality_fail,{'severity': 0.08457991633849495}
55498,5,quality_fail,{'severity': 0.13151951452818827}
55507,2,quality_fail,{'severity': 0.10421315126808302}
55515,8,quality_fail,{'severity': 0.03289169209807086}
55516,4,quality_fail,{'severity': 0.021589346443341328}
55516,12,quality_fail,{'severity': 0.08781839737071606}
55525,2,quality_fail,{'severity': 0.2323488898121482}
55541,12,quality_fail,{'severity': 0.2425688051732592}
55549,8,quality_fail,{'severity': 0.24906984517492253}
55553,4,quality_fail,{'severity': 0.1306834123746338}
55553,6,breakdown,{'downtime': 14}
55554,7,quality_fail,{'severity': 0.07923924745569162}
55562,10,quality_fail,{'severity': 0.20006737335264727}
55568,8,quality_fail,{'severity': 0.0488853528919756}
55575,12,quality_fail,{'severity': 0.17245062241395556}
55586,3,quality_fail,{'severity': 0.1758807847297353}
55616,2,quality_fail,{'severity': 0.15244258624543455}
55620,2,quality_fail,{'severity': 0.12145528871083783}
55623,2,quality_fail,{'severity': 0.22309570117033345}
55626,5,quality_fail,{'severity': 0.316319159790533}
55637,2,quality_fail,{'severity': 0.24689504160487055}
55637,3,quality_fail,{'severity': 0.07240253034689687}
55638,10,quality_fail,{'severity': 0.14131113251900815}
55643,5,quality_fail,{'severity': 0.2434373724055983}
55651,1,quality_fail,{'severity': 0.2082814387780304}
55652,2,quality_fail,{'severity': 0.3378549047951894}
55655,9,quality_fail,{'severity': 0.1770555253553971}
55661,1,quality_fail,{'severity': 0.05107476840197345}
55673,0,quality_fail,{'severity': 0.01411272840737531}
55674,3,quality_fail,{'severity': 0.43729928404725}
55677,4,quality_fail,{'severity': 0.2068741720360708}
55683,8,quality_fail,{'severity': 0.13858358196789913}
55688,8,quality_fail,{'severity': 0.2025195443176686}
55689,9,quality_fail,{'severity': 0.09493733205165907}
55693,10,quality_fail,{'severity': 0.21746794593778196}
55696,3,quality_fail,{'severity': 0.2092282706936592}
55697,0,quality_fail,{'severity': 0.3460607287804495}
55697,1,quality_fail,{'severity': 0.017225205200735477}
55719,1,quality_fail,{'severity': 0.20950311651216189}
55723,31,breakdown,{'downtime': 182}
55725,6,quality_fail,{'severity': 0.13986935628470348}
55732,11,quality_fail,{'severity': 0.013484173720012194}
55733,2,quality_fail,{'severity': 0.07051959577681474}
55739,3,quality_fail,{'severity': 0.3657663718774736}
55741,9,quality_fail,{'severity': 0.25094401420177886}
55747,11,quality_fail,{'severity': 0.20788778596558288}
55750,2,quality_fail,{'severity': 0.08794663774918736}
55750,5,quality_fail,{'severity': 0.06813904355843657}
55755,4,quality_fail,{'severity': 0.20254006671724956}
55755,11,quality_fail,{'severity': 0.19690366203409845}
55764,4,quality_fail,{'severity': 0.10164886258089473}
55765,1,quality_fail,{'severity': 0.16836165501981612}
55767,8,quality_fail,{'severity': 0.1654429115998195}
55768,9,quality_fail,{'severity': 0.3452037748579344}
55772,11,quality_fail,{'severity': 0.22046068272707783}
55796,5,quality_fail,{'severity': 0.1848671682325977}
55797,3,quality_fail,{'severity': 0.18872014183222352}
55797,5,quality_fail,{'severity': 0.1950099169716277}
55802,7,quality_fail,{'severity': 0.18311841675341353}
55824,9,quality_fail,{'severity': 0.3103431279532123}
55828,30,breakdown,{'downtime': 200}
55829,0,quality_fail,{'severity': 0.029501041243306287}
55835,1,quality_fail,{'severity': 0.4198252196652282}
55842,8,quality_fail,{'severity': 0.1339594156303263}
55844,6,quality_fail,{'severity': 0.32284979411654724}
55851,3,quality_fail,{'severity': 0.25087050314634524}
55854,4,quality_fail,{'severity': 0.047965065149836617}
55856,5,quality_fail,{'severity': 0.051146815256370166}
55856,8,quality_fail,{'severity': 0.16867681998675796}
55859,2,quality_fail,{'severity': 0.45472595104672}
55869,8,quality_fail,{'severity': 0.08251986622552704}
55877,3,quality_fail,{'severity': 0.16545435510942239}
55882,6,quality_fail,{'severity': 0.11302351709800422}
55883,2,breakdown,{'downtime': 79}
55884,9,quality_fail,{'severity': 0.14718440487625056}
55887,5,quality_fail,{'severity': 0.05147774276280179}
55890,7,quality_fail,{'severity': 0.04472052967892922}
55891,11,quality_fail,{'severity': 0.21591591211832703}
55893,9,quality_fail,{'severity': 0.11943368420065488}
55896,10,quality_fail,{'severity': 0.1219181639871902}
55898,5,quality_fail,{'severity': 0.26660849996765}
55903,5,quality_fail,{'severity': 0.056431228729194524}
55907,9,quality_fail,{'severity': 0.19553510216527756}
55912,5,quality_fail,{'severity': 0.16973940211804395}
55913,3,quality_fail,{'severity': 0.037869815833541584}
55929,8,quality_fail,{'severity': 0.11406752327462585}
55934,24,breakdown,{'downtime': 452}
55945,35,breakdown,{'downtime': 37}
55953,1,quality_fail,{'severity': 0.08218142568143198}
55953,4,quality_fail,{'severity': 0.34600841853279807}
55957,3,quality_fail,{'severity': 0.14416360996195038}
55959,9,quality_fail,{'severity': 0.33992728976550185}
55963,7,quality_fail,{'severity': 0.24171582627023488}
55963,11,quality_fail,{'severity': 0.22301289631724347}
55972,2,quality_fail,{'severity': 0.15294905329606165}
55973,0,quality_fail,{'severity': 0.26558234497647537}
55977,9,quality_fail,{'severity': 0.12314745050403346}
55980,11,quality_fail,{'severity': 0.18781412872098796}
55988,2,quality_fail,{'severity': 0.17242941953935406}
55988,11,quality_fail,{'severity': 0.16629342179896345}
